Produto;Instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO FIBRA;R$ 1.000,00;19,95%;R$ 1.199,54;B+ FITCH;730 dias;No Vencimento;IPCA +6,9%;LCI/LCA IPCA + 5.87%
CDB;BANCO XP;R$ 1.000,00;19,96%;R$ 1.199,59;AA FITCH;730 dias;No Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;19,96%;R$ 1.199,59;AA FITCH;730 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO PINE;R$ 1.000,00;20,00%;R$ 1.199,98;BB+ FITCH;732 dias;Vencimento;IPCA +6,9%;LCI/LCA IPCA + 5.87%
CDB;REALIZE CFI;R$ 1.000,00;20,13%;R$ 1.201,34;Sem Rating;735 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO BMG;R$ 1,00;25,22%;R$ 1,25;B+ FITCH;900 dias;No Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BCO VOLKSWAGEN S/A;R$ 1.000,00;31,47%;R$ 1.314,66;Sem Rating;1095 dias;Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO XP;R$ 1.000,00;31,47%;R$ 1.314,66;AA FITCH;1095 dias;No Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO BBC;R$ 1.000,00;31,46%;R$ 1.314,62;AA- FITCH;1095 dias;No Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;31,56%;R$ 1.315,59;AA FITCH;1097 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;44,50%;R$ 1.444,96;AA FITCH;1461 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO PAN;R$ 1.000,00;58,63%;R$ 1.586,28;AAA S&P;1826 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;58,63%;R$ 1.586,28;AA FITCH;1826 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO PINE;R$ 1.000,00;74,42%;R$ 1.744,16;BB+ FITCH;2190 dias;No Vencimento;IPCA +6,9%;LCI/LCA IPCA + 5.87%
CDB;BANCO PINE;R$ 1.000,00;92,18%;R$ 1.921,80;BB+ FITCH;2555 dias;No Vencimento;IPCA +6,9%;LCI/LCA IPCA + 5.87%
CDB;BANCO CAIXA GERAL;R$ 1.001,52;1,80%;R$ 1.019,56;Sem Rating;81 dias;Vencimento;104,0% CDI;LCI/LCA 80.6% CDI
CDB;BANCO ORIGINAL;R$ 1.133,00;31,47%;R$ 1.489,51;BB+ FITCH;1095 dias;No Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
Debênture;UNEG11 - UTE GNA I GERACAO DE ENERGIA S.A.;R$ 1.182,35;395,79%;R$ 5.861,96;Sem Rating;5572 dias;No Vencimento;IPCA +6,9%;CDB IPCA + 117.65%
Debênture;BRK MACEIO;R$ 1.265,22;573,05%;R$ 8.515,54;Sem Rating;6638 dias;No Vencimento;IPCA +6,9%;CDB IPCA + 8.12%
Debênture;BRK MACEIO;R$ 1.265,22;573,05%;R$ 8.515,54;Sem Rating;6638 dias;No Vencimento;IPCA +6,9%;CDB 8.12%
CDB;MERCADO LIVRE;R$ 2.000,00;4,43%;R$ 2.088,57;AAA FITCH;183 dias;Vencimento;104,0% CDI;LCI/LCA 83.2% CDI
CDB;BANCO RNX;R$ 5.000,00;4,36%;R$ 5.217,90;Sem Rating;181 dias;Vencimento;104,0% CDI;LCI/LCA 83.2% CDI
CDB;BANCO RNX;R$ 5.000,00;4,36%;R$ 5.217,92;Sem Rating;181 dias;Vencimento;11,10%PRÉ;LCI/LCA 8.88% PRÉ
CDB;CARUANA FINANCEIRA;R$ 5.000,00;4,36%;R$ 5.217,90;BBB S&P;181 dias;Vencimento;104,0% CDI;LCI/LCA 83.2% CDI
CDB;MERCADO LIVRE;R$ 5.000,00;4,39%;R$ 5.219,66;AAA FITCH;182 dias;Vencimento;104,0% CDI;LCI/LCA 83.2% CDI
CDB;MERCADO LIVRE;R$ 5.000,00;9,23%;R$ 5.461,65;AAA FITCH;365 dias;Vencimento;104,0% CDI;LCI/LCA 85.8% CDI
CDB;PORTO SEGURO;R$ 5.000,00;9,39%;R$ 5.469,32;Sem Rating;371 dias;Vencimento;104,0% CDI;LCI/LCA 85.8% CDI
CDB;BANCO ALFA;R$ 10.000,00;1,97%;R$ 10.196,69;AA+ MOODYS;90 dias;Vencimento;11,10%PRÉ;LCI/LCA 8.6% PRÉ
CDB;BANCO OMNI;R$ 10.000,00;4,19%;R$ 10.418,76;A S&P;180 dias;Vencimento;104,0% CDI;LCI/LCA 80.6% CDI
CDB;BANCO VOLKSWAGEN;R$ 10.000,00;4,18%;R$ 10.418,24;AAA S&P;181 dias;Vencimento;11,10%PRÉ;LCI/LCA 8.88% PRÉ
CDB;BANCO CAIXA GERAL;R$ 10.000,00;19,70%;R$ 11.969,84;BB+ FITCH;721 dias;No Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO CAIXA GERAL;R$ 10.000,00;19,74%;R$ 11.974,21;BB+ FITCH;721 dias;Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO ABC BRASIL;R$ 10.000,00;19,74%;R$ 11.973,98;AAA FITCH;721 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO ABC BRASIL;R$ 10.000,00;19,74%;R$ 11.973,98;AAA FITCH;724 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO HAITONG;R$ 1.000,00;19,96%;R$ 1.199,59;AAA S&P;730 dias;No Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO VOLKSWAGEN;R$ 10.000,00;20,00%;R$ 12.000,26;AAA S&P;732 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO FIBRA;R$ 10.000,00;37,04%;R$ 13.704,38;B+ FITCH;1260 dias;Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO PAN;R$ 10.000,00;44,50%;R$ 14.450,16;AAA S&P;1461 dias;Vencimento;11,10%PRÉ;LCI/LCA 9.43% PRÉ
CDB;RCI BRASIL S/A;R$ 15.000,00;31,66%;R$ 19.748,48;Sem Rating;1099 dias;Vencimento;104,0% CDI;LCI/LCA 88.4% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;2,67%;R$ 20.533,40;AA FITCH;120 dias;Vencimento;11,10%PRÉ;LCI/LCA 8.6% PRÉ
LF;BANCO XP;R$ 52.550,86;15,53%;R$ 60.712,85;Sem Rating;594 dias;No Vencimento;104,0% CDI;LCI/LCA 85.8% CDI
LF;BANCO XP;R$ 52.550,86;15,53%;R$ 60.712,85;AA FITCH;594 dias;No Vencimento;104,0% CDI;LCI/LCA 85.8% CDI
CDB;BANCO PINE;R$ 101,00;4,12%;R$ 105,16;BB+ FITCH;178 dias;No Vencimento;11,09%PRÉ;LCI/LCA 8.59% PRÉ
CDB;WILL BANK;R$ 1.000,00;19,94%;R$ 1.199,42;Sem Rating;730 dias;Vencimento;11,09%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO BMG;R$ 1.000,00;32,06%;R$ 1.320,55;B+ FITCH;1113 dias;Vencimento;IPCA +6,89%;LCI/LCA IPCA + 5.86%
CDB;BANCO BMG;R$ 1.000,00;38,42%;R$ 1.384,25;B+ FITCH;1295 dias;Vencimento;IPCA +6,89%;LCI/LCA IPCA + 5.86%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;44,40%;R$ 1.444,01;AAA S&P;1460 dias;Vencimento;11,09%PRÉ;LCI/LCA 9.43% PRÉ
CRA;JBS;R$ 1.022,85;59,27%;R$ 1.629,11;Sem Rating;1617 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRA;JBS;R$ 1.022,85;59,27%;R$ 1.629,11;AAA S&P;1617 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ALIANSCE;R$ 1.027,79;51,17%;R$ 1.553,75;Sem Rating;1435 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ALIANSCE;R$ 1.027,79;51,17%;R$ 1.553,75;AA FITCH;1435 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ONCOCLINICAS;R$ 1.043,17;42,12%;R$ 1.482,52;Sem Rating;1221 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ONCOCLINICAS;R$ 1.043,17;42,12%;R$ 1.482,52;Sem Rating;1221 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ONCOCLINICAS;R$ 1.043,17;42,12%;R$ 1.482,52;Sem Rating;1221 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;YDUQS PARTICIPACOES S.A;R$ 1.047,70;60,59%;R$ 1.682,50;Sem Rating;1648 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRI;YDUQS PARTICIPACOES S.A;R$ 1.047,70;60,59%;R$ 1.682,50;Sem Rating;1648 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRI;YDUQS PARTICIPACOES S.A;R$ 1.047,70;60,59%;R$ 1.682,50;Sem Rating;1648 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRA;CAMIL;R$ 1.050,90;62,02%;R$ 1.702,67;Sem Rating;1679 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRA;CAMIL;R$ 1.050,90;62,02%;R$ 1.702,67;AA- S&P;1679 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRA;ATACADÃO;R$ 1.066,83;53,59%;R$ 1.638,56;Sem Rating;1494 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRA;ATACADÃO;R$ 1.066,83;53,59%;R$ 1.638,56;Sem Rating;1494 dias;No Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRA;VAMOS;R$ 1.080,17;99,85%;R$ 2.158,67;Sem Rating;2411 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRA;VAMOS;R$ 1.080,17;99,85%;R$ 2.158,67;Sem Rating;2411 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRA;VAMOS;R$ 1.080,17;99,85%;R$ 2.158,67;Sem Rating;2411 dias;Vencimento;11,09%PRÉ;CDB 13.05%
CRI;ONCOCLINICAS;R$ 1.083,93;60,61%;R$ 1.740,87;Sem Rating;1648 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ONCOCLINICAS;R$ 1.083,93;60,61%;R$ 1.740,87;Sem Rating;1648 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CRI;ONCOCLINICAS;R$ 1.083,93;60,61%;R$ 1.740,87;Sem Rating;1648 dias;Vencimento;CDI + 0,4%;CDB CDI + 0.47%
CDB;WILLBANK;R$ 1.266,33;4,08%;R$ 1.318,02;Sem Rating;175 dias;No Vencimento;11,09%PRÉ;LCI/LCA 8.59% PRÉ
Debênture;CONCESSAO METROVIARIA DO RIO DE JANEIRO S.A.;R$ 1.361,08;123,81%;R$ 3.046,21;Sem Rating;2803 dias;Vencimento;IPCA +6,89%;CDB IPCA + 8.11%
Debênture;CONCESSAO METROVIARIA DO RIO DE JANEIRO S.A.;R$ 1.361,08;123,81%;R$ 3.046,21;Sem Rating;2803 dias;Vencimento;IPCA +6,89%;CDB IPCA + 8.11%
Debênture;CONCESSAO METROVIARIA DO RIO DE JANEIRO S.A.;R$ 1.361,08;123,81%;R$ 3.046,21;Sem Rating;2803 dias;Vencimento;IPCA +6,89%;CDB IPCA + 8.11%
CDB;BANCO BTG PACTUAL;R$ 5.000,00;44,45%;R$ 7.222,75;AAA S&P;1461 dias;Vencimento;11,09%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO HAITONG;R$ 10.000,00;31,53%;R$ 13.153,16;AAA S&P;1095 dias;No Vencimento;11,09%PRÉ;LCI/LCA 9.43% PRÉ
CDB;BANCO BMG IPCA +;R$ 10.000,00;31,47%;R$ 13.147,07;Sem Rating;1096 dias;Vencimento;IPCA +6,89%;LCI/LCA IPCA + 5.86%
CRA;ECO SECURITIZADORA;R$ 10.504,63;62,09%;R$ 17.026,82;Sem Rating;1680 dias;Vencimento;CDI + 0,4%;LCI/LCA CDI + 0.47%
LF;BANCO NBC;R$ 64.242,51;1,93%;R$ 65.483,95;Sem Rating;87 dias;No Vencimento;CDI + 0,4%;LCI/LCA 0.31% CDI
LF;BANCO NBC;R$ 64.242,51;1,93%;R$ 65.483,95;AAA FITCH;87 dias;No Vencimento;CDI + 0,4%;LCI/LCA 0.31% CDI
CDB;BANCO ORIGINAL;R$ 103,00;30,48%;R$ 134,40;BB+ FITCH;1067 dias;No Vencimento;11,08%PRÉ;LCI/LCA 9.42% PRÉ
CDB;BANCO ORIGINAL;R$ 104,00;30,73%;R$ 135,95;BB+ FITCH;1074 dias;No Vencimento;11,08%PRÉ;LCI/LCA 9.42% PRÉ
CDB;BANCO ORIGINAL;R$ 156,00;30,73%;R$ 203,93;BB+ FITCH;1074 dias;No Vencimento;11,08%PRÉ;LCI/LCA 9.42% PRÉ
CDB;BANCO BR PARTNERS;R$ 1.000,00;31,40%;R$ 1.314,03;A- FITCH;1095 dias;Vencimento;11,08%PRÉ;LCI/LCA 9.42% PRÉ
CDB;BANCO BMG;R$ 1.000,00;74,27%;R$ 1.742,75;B+ FITCH;2191 dias;Vencimento;11,08%PRÉ;LCI/LCA 9.42% PRÉ
CDB;BANCO BTG PACTUAL;R$ 500,00;9,25%;R$ 546,24;AAA S&P;368 dias;Vencimento;103,75% CDI;LCI/LCA 85.59% CDI
CDB;BANCO BTG PACTUAL;R$ 500,00;9,25%;R$ 546,24;AAA S&P;368 dias;Vencimento;103,75% CDI;LCI/LCA 85.59% CDI
CDB;BANCO BTG PACTUAL;R$ 500,00;9,25%;R$ 546,24;AAA S&P;368 dias;Vencimento;103,75% CDI;LCI/LCA 85.59% CDI
CDB;AGIBANK;R$ 1.000,00;19,90%;R$ 1.198,95;BBB+ FITCH;731 dias;Vencimento;IPCA +6,87%;LCI/LCA IPCA + 5.84%
CDB;AGIBANK;R$ 1.000,00;19,94%;R$ 1.199,39;BBB+ FITCH;732 dias;Vencimento;IPCA +6,87%;LCI/LCA IPCA + 5.84%
CDB;BANCO BBC;R$ 1.000,00;25,15%;R$ 1.251,46;AA- FITCH;900 dias;No Vencimento;103,75% CDI;LCI/LCA 88.19% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;30,94%;R$ 1.309,36;BB+ FITCH;1080 dias;Vencimento;11,07%PRÉ;LCI/LCA 9.41% PRÉ
CDB;BANCO PINE;R$ 1.000,00;31,41%;R$ 1.314,05;BB+ FITCH;1096 dias;Vencimento;IPCA +6,87%;LCI/LCA IPCA + 5.84%
CDB;BANCO BMG;R$ 1.000,00;49,00%;R$ 1.490,00;B+ FITCH;1586 dias;Vencimento;IPCA +6,87%;LCI/LCA IPCA + 5.84%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;58,39%;R$ 1.583,87;AAA S&P;1825 dias;Vencimento;103,75% CDI;LCI/LCA 88.19% CDI
CRA;BTG COMMODITIES;R$ 1.164,37;72,88%;R$ 2.013,01;Sem Rating;1910 dias;Vencimento;11,07%PRÉ;CDB 13.02%
CRA;BTG COMMODITIES;R$ 1.164,37;72,88%;R$ 2.013,01;Sem Rating;1910 dias;Vencimento;11,07%PRÉ;CDB 13.02%
CRA;BTG COMMODITIES;R$ 1.164,37;72,88%;R$ 2.013,01;Sem Rating;1910 dias;Vencimento;11,07%PRÉ;CDB 13.02%
CDB;BANCO FIBRA;R$ 10.000,00;25,46%;R$ 12.546,43;B+ FITCH;913 dias;Vencimento;IPCA +6,1%;LCI/LCA IPCA + 5.18%
CDB;BANCO FIBRA;R$ 10.000,00;31,47%;R$ 13.146,62;B+ FITCH;1095 dias;Vencimento;IPCA +6,1%;LCI/LCA IPCA + 5.18%
Debênture;UTE GNA I GERACAO DE ENERGIA S.A.;R$ 11.845,24;334,80%;R$ 51.503,03;Sem Rating;5573 dias;Vencimento;IPCA +6,87%;LCI/LCA IPCA + 5.84%
CRA;AÇO VERDE DO BRASIL;R$ 19.998,00;77,62%;R$ 35.520,98;Sem Rating;2006 dias;Vencimento;IPCA +6,1%;LCI/LCA IPCA + 7.18%
CDB;BANCO DAYCOVAL;R$ 20.000,00;44,36%;R$ 28.872,36;AA FITCH;1461 dias;Vencimento;11,07%PRÉ;LCI/LCA 9.41% PRÉ
CDB;AGIBANK;R$ 1.000,00;9,20%;R$ 1.092,01;BBB+ FITCH;367 dias;Vencimento;11,06%PRÉ;LCI/LCA 9.12% PRÉ
CDB;BANCO NBC;R$ 1.000,00;72,65%;R$ 1.726,53;AAA FITCH;2159 dias;Vencimento;11,06%PRÉ;LCI/LCA 9.4% PRÉ
CRI;MOVIDA PARTICIPACOES;R$ 1.150,31;97,59%;R$ 2.272,89;AA+ MOODYS;2377 dias;Vencimento;11,06%PRÉ;CDB 13.01%
CRI;MOVIDA PARTICIPACOES;R$ 1.150,31;97,59%;R$ 2.272,89;AA+ MOODYS;2377 dias;Vencimento;11,06%PRÉ;CDB 13.01%
CRI;MOVIDA PARTICIPACOES;R$ 1.150,31;97,59%;R$ 2.272,89;AA+ MOODYS;2377 dias;Vencimento;11,06%PRÉ;CDB 13.01%
CDB;BANCO DIGIMAIS;R$ 5.000,00;30,95%;R$ 6.547,68;BBB- FITCH;1083 dias;Vencimento;11,06%PRÉ;LCI/LCA 9.4% PRÉ
CDB;BANCO PAN;R$ 10.000,00;0,68%;R$ 10.068,06;AAA S&P;30 dias;No Vencimento;99,25% CDI;LCI/LCA 76.92% CDI
CDB;BANCO CAIXA GERAL;R$ 10.000,00;13,94%;R$ 11.393,80;BB+ FITCH;542 dias;Vencimento;11,06%PRÉ;LCI/LCA 9.12% PRÉ
CDB;BANCO ORIGINAL;R$ 416,00;29,53%;R$ 538,86;BB+ FITCH;1041 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CDB;BANCO PAN;R$ 1.000,00;4,16%;R$ 1.041,64;AAA S&P;181 dias;Vencimento;11,05%PRÉ;LCI/LCA 8.84% PRÉ
CDB;SIMPALA S.A. CREDITO, FIN;R$ 1.000,00;9,19%;R$ 1.091,92;Sem Rating;365 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.12% PRÉ
CDB;BANCO PINE;R$ 1.000,00;9,19%;R$ 1.091,92;BB+ FITCH;365 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.12% PRÉ
CDB;BANCO ORIGINAL;R$ 1.000,00;13,93%;R$ 1.139,25;BB+ FITCH;540 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.12% PRÉ
CDB;BANCO PAN;R$ 1.000,00;31,31%;R$ 1.313,09;AAA S&P;1095 dias;Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CDB;BANCO HAITONG;R$ 1.000,00;31,31%;R$ 1.313,09;AAA S&P;1095 dias;Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CDB;BANCO DAYCOVAL;R$ 1.000,00;31,31%;R$ 1.313,09;AA FITCH;1095 dias;Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;58,25%;R$ 1.582,55;AAA S&P;1825 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CDB;BANCO BMG;R$ 1.000,00;58,47%;R$ 1.584,65;B+ FITCH;1830 dias;Vencimento;IPCA +6,86%;LCI/LCA IPCA + 5.83%
Debênture;BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A;R$ 1.269,49;568,50%;R$ 8.486,51;Sem Rating;6638 dias;Vencimento;IPCA +6,86%;CDB IPCA + 8.07%
Debênture;BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A;R$ 1.269,49;568,50%;R$ 8.486,51;Sem Rating;6638 dias;Vencimento;IPCA +6,86%;CDB IPCA + 8.07%
Debênture;BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A;R$ 1.269,49;568,50%;R$ 8.486,51;Sem Rating;6638 dias;Vencimento;IPCA +6,86%;CDB IPCA + 8.07%
CDB;BANCO DAYCOVAL;R$ 10.000,00;74,02%;R$ 17.401,81;AA FITCH;2191 dias;No Vencimento;11,05%PRÉ;LCI/LCA 9.39% PRÉ
CRA;BRF;R$ 19.669,00;145,12%;R$ 48.212,60;AAA S&P;3132 dias;Vencimento;IPCA +6,08%;LCI/LCA IPCA + 7.15%
CDB;BANCO MASTER;R$ 500,00;9,19%;R$ 545,94;BBB- FITCH;365 dias;Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.65%
CDB;MERCADO LIVRE;R$ 1.000,00;2,02%;R$ 1.020,23;Sem Rating;90 dias;No Vencimento;103,5% CDI;LCI/LCA 80.21% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;4,34%;R$ 1.043,36;BBB S&P;181 dias;Vencimento;103,5% CDI;LCI/LCA 82.8% CDI
CDB;BANCO OURINVEST;R$ 1.000,00;9,19%;R$ 1.091,86;Sem Rating;365 dias;Vencimento;103,5% CDI;LCI/LCA 85.39% CDI
CDB;OURINVEST;R$ 1.000,00;9,19%;R$ 1.091,86;Sem Rating;365 dias;No Vencimento;103,5% CDI;LCI/LCA 85.39% CDI
CDB;OURINVEST;R$ 1.000,00;9,19%;R$ 1.091,86;Sem Rating;365 dias;No Vencimento;103,5% CDI;LCI/LCA 85.39% CDI
CDB;BANCO OURINVEST S.A;R$ 1.000,00;9,34%;R$ 1.093,39;Sem Rating;371 dias;Vencimento;103,5% CDI;LCI/LCA 85.39% CDI
CDB;BANCO BMG;R$ 1.000,00;14,11%;R$ 1.141,13;B+ FITCH;549 dias;Vencimento;11,04%PRÉ;LCI/LCA 9.11% PRÉ
CDB;AGIBANK;R$ 1.000,00;19,86%;R$ 1.198,56;BBB+ FITCH;730 dias;No Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.82%
CDB;BANCO RANDON S/A;R$ 1.000,00;19,85%;R$ 1.198,52;Sem Rating;730 dias;No Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
CDB;BANCO BBC;R$ 1.000,00;19,85%;R$ 1.198,52;AA- FITCH;730 dias;No Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
CDB;BANCO BMG;R$ 1.000,00;19,85%;R$ 1.198,48;B+ FITCH;731 dias;Vencimento;11,04%PRÉ;LCI/LCA 0.0% PRÉ
LCI;BANCO BARI;R$ 1.000,00;36,90%;R$ 1.368,99;Sem Rating;1095 dias;Vencimento;95,0% CDI;CDB 111.76% CDI
CDB;AGIBANK;R$ 1.000,00;31,37%;R$ 1.313,67;BBB+ FITCH;1095 dias;Vencimento;IPCA +6,07%;LCI/LCA IPCA + 5.16%
CDB;BANCO MASTER;R$ 1.000,00;31,34%;R$ 1.313,40;BBB- FITCH;1096 dias;Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.82%
CDB;BANCO PAN;R$ 1.000,00;44,16%;R$ 1.441,56;AAA S&P;1460 dias;Vencimento;CDI + 0,35%;LCI/LCA 0.3% CDI
CDB;BANCO BV;R$ 1.000,00;44,18%;R$ 1.441,80;AA MOODYS;1460 dias;Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
CDB;BANCO PAN;R$ 1.000,00;44,23%;R$ 1.442,34;AAA S&P;1461 dias;Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
CDB;BANCO FIBRA;R$ 1.000,00;91,60%;R$ 1.916,02;B+ FITCH;2555 dias;No Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.82%
CDB;BANCO FIBRA;R$ 1.000,00;111,11%;R$ 2.111,07;B+ FITCH;2920 dias;No Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.82%
CRA;BANCO BTG PACTUAL;R$ 1.044,31;174,90%;R$ 2.870,78;AAA S&P;3534 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.044,31;174,90%;R$ 2.870,78;AAA S&P;3534 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.044,31;174,90%;R$ 2.870,78;AAA S&P;3534 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.047,60;167,91%;R$ 2.806,59;AAA S&P;3443 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.047,60;167,91%;R$ 2.806,59;AAA S&P;3443 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.047,60;167,91%;R$ 2.806,59;AAA S&P;3443 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.067,08;163,16%;R$ 2.808,16;AAA S&P;3381 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.067,08;163,16%;R$ 2.808,16;AAA S&P;3381 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.067,08;163,16%;R$ 2.808,16;AAA S&P;3381 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.078,63;172,51%;R$ 2.939,37;AAA S&P;3505 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.078,63;172,51%;R$ 2.939,37;AAA S&P;3505 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
CRA;BANCO BTG PACTUAL;R$ 1.078,63;172,51%;R$ 2.939,37;AAA S&P;3505 dias;Vencimento;CDI + 0,35%;CDB CDI + 0.41%
Debênture;RIO+;R$ 1.090,23;674,78%;R$ 8.446,89;Sem Rating;7156 dias;No Vencimento;IPCA +6,85%;CDB IPCA + 8.06%
Debênture;RIO+;R$ 1.090,23;674,78%;R$ 8.446,89;Sem Rating;7156 dias;No Vencimento;IPCA +6,85%;CDB 8.06%
CDB;MERCADO LIVRE;R$ 2.000,00;2,09%;R$ 2.041,79;AAA FITCH;92 dias;Vencimento;103,5% CDI;LCI/LCA 80.21% CDI
CDB;MERCADO LIVRE;R$ 2.000,00;2,75%;R$ 2.055,07;AAA FITCH;121 dias;Vencimento;103,5% CDI;LCI/LCA 80.21% CDI
CDB;MERCADO LIVRE;R$ 5.000,00;1,96%;R$ 5.097,85;AAA FITCH;88 dias;Vencimento;103,5% CDI;LCI/LCA 80.21% CDI
CDB;BANCO PAN;R$ 5.000,00;8,72%;R$ 5.436,17;AAA S&P;360 dias;Vencimento;103,5% CDI;LCI/LCA 82.8% CDI
CDB;BANCO PINE IPCA+;R$ 5.000,00;9,23%;R$ 5.461,30;Sem Rating;368 dias;Vencimento;IPCA +6,85%;LCI/LCA IPCA + 5.65%
CDB;BANCO BV;R$ 5.000,00;44,23%;R$ 7.211,70;AA MOODYS;1461 dias;Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
CDB;BANCO BV;R$ 5.000,00;44,23%;R$ 7.211,70;AA MOODYS;1461 dias;Vencimento;103,5% CDI;LCI/LCA 87.97% CDI
